codigoCredito,codigoOficina,tipoCredito,sector,destinoCredito,fechaAperturaMin,fechaAperturaMax,montoApertura,numeroCuotas,interes,condicionCredito,esDeudor,cuentaUnica,periodos
001710051879,001,NUEVO,MICROEMPRESA,CTINFORMAL,2018-02-16,2018-02-16,5000.0,12,1434.3,VENCIDO,1,1,sem2
001710051945,001,NUEVO,MICROEMPRESA,CTINFORMAL,2018-02-19,2018-02-19,1078.0,12,266.93,NORMAL,0,1,sem2
001710051838,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-07,2018-02-16,2058.5,12,476.03,NORMAL,0,1,sem2
001710051887,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-16,2018-02-16,3578.0,12,862.84,NORMAL,0,1,sem2
001710051853,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-14,2018-02-16,3000.0,12,680.2,NORMAL,0,1,sem2
001710052422,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-21,2018-02-21,5000.0,12,1026.6,NORMAL,0,1,sem2
001710051911,001,NUEVO,CONSUMO,CONSUMO,2018-02-17,2018-02-17,1078.0,12,259.48,NORMAL,0,1,sem2
001710051937,001,RECURRENTE,CONSUMO,CONSUMO,2017-08-04,2018-02-17,6000.0,12,1334.37,NORMAL,0,1,sem2
001710051952,001,RECUPERADO,CONSUMO,CONSUMO,2018-02-19,2018-02-19,600.0,7,121.85,NORMAL,0,1,sem2
001710052505,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-04-15,2018-02-26,20000.0,12,2651.44,NORMAL,0,1,sem2
001710052026,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-01-27,2018-02-19,3000.0,12,632.35,NORMAL,0,1,sem2
001710051978,001,NUEVO,CONSUMO,CONSUMO,2018-02-19,2018-02-19,10000.0,24,4764.08,NORMAL,0,1,sem4
001710052034,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-12,2018-02-20,30000.0,36,12584.44,NORMAL,0,1,sem6
001710052133,001,RECUPERADO,PYMES,AFINFORMAL,2017-01-11,2018-02-20,60000.0,48,23427.09,NORMAL,0,1,sem7+
001710051994,001,RECURRENTE,CONSUMO,CONSUMO,2017-08-08,2018-02-19,7058.5,12,1547.94,NORMAL,0,1,sem2
001710052208,001,NUEVO,PYMES,AFINFORMAL,2018-02-21,2018-02-21,3500.0,18,1100.64,NORMAL,0,1,sem3
001710052091,001,NUEVO,CONSUMO,CONSUMO,2018-02-20,2018-02-20,2578.0,12,837.71,NORMAL,1,1,sem2
001710052117,001,RECUPERADO,CONSUMO,CONSUMO,2018-02-20,2018-02-20,8060.0,24,3185.57,NORMAL,1,1,sem4
001710052059,001,RECURRENTE,PYMES,CTINFORMAL,2018-02-24,2018-02-24,48900.0,36,14434.55,NORMAL,1,1,sem6
001710052182,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-27,2018-02-21,3000.0,12,633.16,NORMAL,0,1,sem2
001710052166,001,NUEVO,PYMES,AFINFORMAL,2018-02-20,2018-02-20,50060.0,36,15243.95,NORMAL,0,1,sem6
001710052075,001,RECUPERADO,PYMES,AFINFORMAL,2018-02-20,2018-02-20,30000.0,30,8092.94,NORMAL,0,1,sem5
001710052067,001,NUEVO,CONSUMO,CONSUMO,2018-02-20,2018-02-20,5000.0,12,1069.82,NORMAL,0,1,sem2
001710052190,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-25,2018-02-21,3000.0,12,726.3,NORMAL,0,1,sem2
001710052174,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-08,2018-02-20,20000.0,24,5443.04,NORMAL,0,1,sem4
001710052125,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-20,2018-02-20,3078.0,12,645.59,NORMAL,0,1,sem2
001710052141,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-22,2018-02-20,2000.0,12,447.72,NORMAL,0,1,sem2
001710052109,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-23,2018-02-21,2000.0,12,435.48,NORMAL,0,0,sem2
001710052158,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-23,2018-02-20,25000.0,30,8898.23,NORMAL,1,1,sem5
001710052307,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-09,2018-02-21,20000.0,18,3895.71,NORMAL,0,1,sem3
001710052372,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-21,2018-02-21,10058.5,24,3961.93,NORMAL,0,1,sem4
001710052240,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-07-04,2018-02-26,3000.0,12,688.77,NORMAL,0,1,sem2
001710052257,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-25,2018-02-22,4000.0,12,1000.08,NORMAL,0,1,sem2
001710052323,001,RECURRENTE,CONSUMO,CONSUMO,2017-06-22,2018-02-21,5000.0,12,1100.6,NORMAL,0,1,sem2
001710052489,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-06,2018-02-23,11000.0,24,4248.52,NORMAL,0,1,sem4
001710052414,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-21,2018-02-21,2058.5,12,448.03,NORMAL,0,1,sem2
001710052471,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-02-22,2018-02-22,5000.0,12,862.46,NORMAL,0,1,sem2
001710052349,001,RECURRENTE,CONSUMO,CONSUMO,2017-04-11,2018-02-21,1000.0,12,309.52,NORMAL,0,1,sem2
001710052331,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-06,2018-02-21,1500.0,12,343.2,NORMAL,0,0,sem2
001710052463,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-12-07,2018-02-21,5000.0,12,1162.9,NORMAL,0,1,sem2
001710052448,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-02-22,2018-02-22,1078.0,12,316.3,NORMAL,0,1,sem2
001710052455,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-21,2018-02-21,2058.5,12,616.92,NORMAL,0,1,sem2
001710052497,001,RECUPERADO,PYMES,AFINFORMAL,2018-02-22,2018-02-22,35000.0,36,12226.14,NORMAL,0,1,sem6
001710052539,001,NUEVO,CONSUMO,CONSUMO,2018-02-23,2018-02-23,3058.5,12,644.0,NORMAL,0,1,sem2
001710052562,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-22,2018-02-22,4000.0,12,894.5,NORMAL,0,1,sem2
001710052547,001,RECUPERADO,PYMES,CTINFORMAL,2017-01-24,2018-02-22,1000.0,12,280.67,NORMAL,0,1,sem2
001710053370,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-05-05,2018-03-02,5010.0,18,1516.01,NORMAL,0,1,sem3
001710062298,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-10-14,2018-03-22,1000.0,12,217.73,NORMAL,0,1,sem2
001710053032,001,RECUPERADO,PYMES,AFINFORMAL,2018-02-28,2018-02-28,46234.0,36,14204.54,NORMAL,1,1,sem6
001710053024,001,RECURRENTE,PYMES,AFINFORMAL,2017-01-11,2018-02-28,30000.0,24,6479.76,NORMAL,0,1,sem4
001710052596,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-24,2018-02-23,35000.0,36,14035.29,NORMAL,0,1,sem6
001710053610,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-02-20,2018-03-06,2000.0,12,515.04,VENCIDO,1,1,sem2
001710052745,001,RECURRENTE,CONSUMO,CONSUMO,2017-07-12,2018-02-24,1500.0,12,502.23,NORMAL,0,1,sem2
001710052620,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-24,2018-02-24,2078.0,12,484.69,NORMAL,1,1,sem2
001710052570,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-02-23,2018-02-23,1578.0,12,437.97,NORMAL,0,1,sem2
001710052604,001,RECUPERADO,PYMES,AFFORMAL,2018-02-24,2018-02-24,60000.0,36,16131.5,NORMAL,0,1,sem6
001710052679,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-23,2018-02-23,15117.0,18,4031.74,NORMAL,0,1,sem3
001710052711,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-15,2018-06-26,4000.0,12,943.72,NORMAL,0,0,sem2
001710052687,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-04,2018-02-23,15000.0,30,6734.48,NORMAL,0,1,sem5
001710052737,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-02-24,2018-02-24,5000.0,12,1131.7,NORMAL,0,1,sem2
001710052661,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-05,2018-02-23,1558.5,12,353.84,NORMAL,0,1,sem2
001710052612,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-23,2018-02-23,1000.0,10,300.02,NORMAL,0,1,sem2
001710052794,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-24,2018-02-24,1078.0,12,242.68,NORMAL,0,1,sem2
001710053206,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-24,2018-02-28,3558.5,12,735.28,NORMAL,0,1,sem2
001710052653,001,NUEVO,CONSUMO,CONSUMO,2018-02-23,2018-02-23,1058.5,12,358.09,NORMAL,0,1,sem2
001710052752,001,NUEVO,CONSUMO,CONSUMO,2018-02-24,2018-02-24,3058.5,12,643.06,NORMAL,0,1,sem2
001710052760,001,RECURRENTE,CONSUMO,CONSUMO,2017-09-27,2018-02-24,8000.0,18,2684.96,NORMAL,0,1,sem3
001710052836,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-26,2018-02-26,3000.0,12,732.93,NORMAL,0,1,sem2
001710053339,001,RECUPERADO,PYMES,AFINFORMAL,2018-03-02,2018-03-02,60000.0,18,7762.06,NORMAL,0,1,sem3
001710052802,001,RECURRENTE,PYMES,CTINFORMAL,2017-01-13,2018-02-24,10078.0,12,2130.49,NORMAL,0,1,sem2
001710053081,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-01,2018-03-01,15059.0,18,4024.84,NORMAL,0,1,sem3
001710052869,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-10,2018-02-26,14000.0,18,3840.21,NORMAL,1,1,sem3
001710052844,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-26,2018-02-26,1000.0,12,184.61,NORMAL,0,1,sem2
001710052984,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-27,2018-02-27,15078.0,12,2652.26,NORMAL,0,1,sem2
001710052901,001,RECUPERADO,PYMES,AFINFORMAL,2018-02-27,2018-02-27,60000.0,36,16552.05,NORMAL,0,1,sem6
001710053131,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-28,2018-06-02,1078.0,12,340.28,NORMAL,1,0,sem2
001710052893,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-29,2018-02-26,16000.0,24,5134.52,NORMAL,0,1,sem4
001710052885,001,RECUPERADO,CONSUMO,CONSUMO,2018-02-26,2018-02-26,5000.0,18,1610.19,NORMAL,0,1,sem3
001710053016,001,RECURRENTE,PYMES,AFINFORMAL,2017-05-09,2018-02-28,30000.0,24,7365.44,NORMAL,0,1,sem4
001710053172,001,RECUPERADO,PYMES,AFINFORMAL,2018-02-28,2018-02-28,35000.0,30,10153.63,NORMAL,0,1,sem5
001710052935,001,RECURRENTE,MICROEMPRESA,AFFORMAL,2017-10-30,2018-02-27,23000.0,18,3991.76,NORMAL,0,1,sem3
001710052927,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-02-27,2018-02-27,1000.0,12,266.71,NORMAL,0,1,sem2
001710052943,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-10-13,2018-02-27,3000.0,12,749.63,NORMAL,1,1,sem2
001710052992,001,RECURRENTE,CONSUMO,CONSUMO,2017-06-14,2018-06-25,2058.5,12,485.89,NORMAL,0,0,sem2
001710052976,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-02-28,2018-02-28,10000.0,18,2489.74,NORMAL,0,1,sem3
001710053040,001,NUEVO,CONSUMO,CONSUMO,2018-02-27,2018-02-27,1578.0,12,367.61,NORMAL,0,1,sem2
001710053149,001,RECUPERADO,CONSUMO,CONSUMO,2018-02-28,2018-02-28,14060.0,24,3650.08,NORMAL,0,1,sem4
001710053057,001,RECURRENTE,PYMES,AFINFORMAL,2017-06-19,2018-02-28,60000.0,36,4423.9,NORMAL,0,1,sem6
001710053123,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-03-05,2018-03-05,1000.0,12,219.36,NORMAL,0,1,sem2
001710053222,001,RECURRENTE,PYMES,AFINFORMAL,2017-07-11,2018-06-13,30000.0,24,6916.83,NORMAL,0,0,sem4
001710053065,001,RECUPERADO,CONSUMO,CONSUMO,2017-02-24,2018-02-28,2000.0,12,439.59,NORMAL,0,1,sem2
001710061787,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-11-29,2018-03-19,2558.0,12,573.22,NORMAL,0,1,sem2
001710057561,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-07,2018-03-07,6058.0,12,1295.49,NORMAL,0,1,sem2
001710053156,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-28,2018-02-28,2058.5,12,486.08,NORMAL,1,1,sem2
001710053180,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-02-28,2018-02-28,2058.5,12,451.49,NORMAL,0,1,sem2
001710053248,001,NUEVO,CONSUMO,CONSUMO,2018-02-28,2018-02-28,5000.0,12,1261.17,VENCIDO,1,1,sem2
001710053214,001,NUEVO,CONSUMO,CONSUMO,2018-02-28,2018-02-28,739.0,6,159.5,NORMAL,1,1,sem1
001710053230,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-02-28,2018-02-28,5000.0,12,1021.43,NORMAL,0,1,sem2
001710061662,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-06,2018-06-12,2000.0,12,436.95,NORMAL,0,0,sem2
001710057595,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-03-29,2018-03-07,16558.0,24,6534.76,NORMAL,0,1,sem4
001710053263,001,RECURRENTE,PYMES,CTINFORMAL,2017-05-19,2018-03-01,6078.0,12,1280.36,NORMAL,1,1,sem2
001710053347,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-03,2018-06-13,2500.0,10,455.2,NORMAL,0,0,sem2
001710053271,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-03-01,2018-03-01,7000.0,24,2766.07,NORMAL,0,1,sem4
001710053289,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-12,2018-03-02,15059.0,18,4009.77,NORMAL,0,1,sem3
001710053321,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-01,2018-03-01,5000.0,12,1122.67,NORMAL,1,1,sem2
001710053388,001,NUEVO,CONSUMO,CONSUMO,2018-03-02,2018-03-02,2000.0,12,418.56,NORMAL,0,1,sem2
001710053412,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-27,2018-06-04,18000.0,30,5857.14,NORMAL,0,0,sem5
001710053792,001,RECURRENTE,PYMES,CTINFORMAL,2017-03-23,2018-03-06,35000.0,12,4689.85,NORMAL,0,1,sem2
001710064054,001,RECURRENTE,CONSUMO,CONSUMO,2017-08-24,2018-04-12,2058.5,12,631.61,NORMAL,0,1,sem2
001710053420,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-07,2018-03-05,5000.0,24,2051.7,NORMAL,0,0,sem4
001710053446,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-07-21,2018-03-22,1500.0,12,461.94,NORMAL,1,1,sem2
001710053461,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-01-25,2018-03-02,10000.0,12,1894.81,NORMAL,0,1,sem2
001710063320,001,RECURRENTE,MICROEMPRESA,CTFORMAL,2017-02-14,2018-04-03,3559.0,12,730.36,NORMAL,1,1,sem2
001710053545,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-07-25,2018-04-06,2058.0,12,445.51,NORMAL,0,1,sem2
001710053396,001,RECUPERADO,PYMES,AFINFORMAL,2018-03-02,2018-03-02,30000.0,36,11897.88,NORMAL,0,1,sem6
001710053487,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-03-02,2018-03-02,5059.0,18,1602.8,NORMAL,0,1,sem3
001710053511,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2018-03-03,2018-03-03,5000.0,18,1518.6,NORMAL,0,1,sem3
001710053495,001,RECUPERADO,CONSUMO,CONSUMO,2017-05-20,2018-03-03,3500.0,12,1187.43,VENCIDO,1,1,sem2
001710053537,001,RECURRENTE,CONSUMO,CONSUMO,2017-06-16,2018-03-03,2058.5,12,583.48,NORMAL,0,1,sem2
001710060763,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-03,2018-03-10,2000.0,12,448.47,NORMAL,0,1,sem2
001710053586,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2018-03-02,2018-03-05,7058.0,12,1381.63,NORMAL,0,1,sem2
001710053693,001,RECURRENTE,CONSUMO,CONSUMO,2018-03-05,2018-03-05,3058.0,12,725.43,NORMAL,0,1,sem2
001710053560,001,NUEVO,CONSUMO,CONSUMO,2018-03-05,2018-03-05,2000.0,12,601.72,NORMAL,1,1,sem2
001710063833,001,NUEVO,CONSUMO,CONSUMO,2018-04-11,2018-04-11,1000.0,6,160.06,NORMAL,0,1,sem1
001710053602,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-16,2018-03-05,5000.0,18,1695.21,NORMAL,0,1,sem3
001710053578,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-01,2018-03-05,10000.0,18,3037.52,NORMAL,0,1,sem3
001710053594,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-03-05,2018-03-05,4078.0,12,716.37,NORMAL,0,1,sem2
001710053651,001,NUEVO,MICROEMPRESA,AFINFORMAL,2018-03-05,2018-03-05,2078.0,12,453.81,NORMAL,0,1,sem2
001710053685,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-05,2018-03-05,3000.0,12,680.56,NORMAL,0,1,sem2
001710053701,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-07,2018-03-07,3078.0,12,741.15,NORMAL,0,1,sem2
001710053669,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-05,2018-03-05,2000.0,12,468.73,NORMAL,1,1,sem2
001710053719,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-03-06,2018-03-06,1000.0,12,307.15,NORMAL,1,1,sem2
001710053644,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-25,2018-03-05,1000.0,12,223.93,NORMAL,0,1,sem2
001710053636,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-21,2018-03-06,3078.0,12,711.54,NORMAL,1,1,sem2
001710053776,001,RECURRENTE,CONSUMO,CONSUMO,2017-05-04,2018-03-06,3078.0,12,666.92,NORMAL,0,1,sem2
001710053735,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-11-04,2018-03-06,5117.0,18,1548.59,NORMAL,0,1,sem3
001710053784,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-07-19,2018-03-06,5000.0,12,1010.65,NORMAL,0,1,sem2
001710057504,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-05-06,2018-03-07,10000.0,18,2819.67,NORMAL,0,0,sem3
001710062736,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-03,2018-04-03,2000.0,12,449.54,NORMAL,0,1,sem2
001710060714,001,RECURRENTE,PYMES,AFINFORMAL,2017-01-05,2018-03-09,60195.0,30,13046.38,NORMAL,0,0,sem5
001710053883,001,RECUPERADO,CONSUMO,CONSUMO,2018-03-07,2018-03-07,2060.0,12,353.15,NORMAL,0,1,sem2
001710060573,001,RECURRENTE,CONSUMO,CONSUMO,2017-08-04,2018-03-08,5000.0,12,1097.01,NORMAL,0,1,sem2
001710053727,001,RECUPERADO,CONSUMO,CONSUMO,2018-03-06,2018-03-06,2500.0,12,592.65,NORMAL,0,1,sem2
001710053743,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-07,2018-03-06,6000.0,12,1227.98,NORMAL,0,1,sem2
001710053875,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-31,2018-03-07,15000.0,36,9187.39,NORMAL,0,1,sem6
001710053842,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-28,2018-03-07,3078.0,12,626.8,NORMAL,0,1,sem2
001710053750,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-11,2018-03-07,1000.0,12,218.21,NORMAL,0,1,sem2
001710053826,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-06,2018-03-06,12060.0,36,4815.23,NORMAL,0,1,sem6
001710053800,001,RECURRENTE,CONSUMO,CONSUMO,2017-05-15,2018-03-08,3000.0,12,749.8,NORMAL,0,1,sem2
001710053891,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2018-03-07,2018-03-07,2000.0,12,498.0,NORMAL,0,1,sem2
001710057470,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-25,2018-03-07,2000.0,12,422.33,NORMAL,0,1,sem2
001710057553,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-11-03,2018-03-07,1060.0,12,246.94,NORMAL,1,0,sem2
001710057520,001,RECURRENTE,PYMES,AFINFORMAL,2017-06-05,2018-03-07,30058.5,18,5612.94,NORMAL,0,1,sem3
001710057538,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-31,2018-03-08,2000.0,12,453.96,NORMAL,0,0,sem2
001710054022,001,RECURRENTE,PYMES,CTINFORMAL,2017-02-04,2018-06-20,23000.0,18,3956.09,NORMAL,0,0,sem3
001710054105,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-07-26,2018-03-15,9000.0,18,2333.32,NORMAL,0,1,sem3
001710054352,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-10,2018-03-26,8000.0,18,2601.91,NORMAL,0,0,sem3
001710054378,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-28,2018-03-28,1000.0,12,218.51,NORMAL,0,1,sem2
001710054402,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-07,2018-03-21,8000.0,12,1569.86,NORMAL,0,1,sem2
001710054436,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-28,2018-06-13,2000.0,12,419.51,NORMAL,0,0,sem2
001710054493,001,RECURRENTE,MICROEMPRESA,CTFORMAL,2017-08-18,2018-03-28,5000.0,18,1242.2,NORMAL,1,1,sem3
001710054568,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-14,2018-03-20,22000.0,18,4241.85,NORMAL,0,0,sem3
001710054808,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-11,2018-03-20,2059.0,12,432.14,NORMAL,0,1,sem2
001710054915,001,RECURRENTE,CONSUMO,CONSUMO,2017-03-29,2018-03-19,3000.0,6,321.02,NORMAL,0,1,sem1
001710055193,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-04-07,2018-03-08,9000.0,18,2744.4,NORMAL,0,1,sem3
001710055292,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-20,2018-03-19,2000.0,12,421.42,NORMAL,0,1,sem2
001710055474,001,RECURRENTE,CONSUMO,CONSUMO,2017-06-30,2018-03-12,5000.0,12,1137.01,NORMAL,1,0,sem2
001710055664,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-21,2018-03-09,4000.0,18,1435.6,NORMAL,0,1,sem3
001710055680,001,RECURRENTE,PYMES,CTFORMAL,2017-05-26,2018-03-26,5000.0,18,1732.27,NORMAL,0,0,sem3
001710060425,001,RECURRENTE,PYMES,CTINFORMAL,2017-02-03,2018-03-14,2500.0,12,542.81,NORMAL,0,1,sem2
001710057512,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-22,2018-03-07,2000.0,12,617.66,NORMAL,0,1,sem2
001710060433,001,RECUPERADO,CONSUMO,CONSUMO,2017-05-23,2018-03-08,3059.0,12,620.09,NORMAL,0,1,sem2
001710063551,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-04-06,2018-04-06,6058.0,12,1313.87,NORMAL,0,1,sem2
001710057579,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-12-07,2018-03-07,17000.0,18,4218.69,NORMAL,0,0,sem3
001710057546,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2018-03-07,2018-03-07,20000.0,24,5179.32,NORMAL,0,1,sem4
001710060581,001,RECUPERADO,PYMES,AFINFORMAL,2018-03-09,2018-03-09,30000.0,30,11162.89,NORMAL,0,1,sem5
001710057587,001,RECURRENTE,PYMES,AFINFORMAL,2018-01-24,2018-03-07,10058.5,18,2539.72,NORMAL,0,0,sem3
001710060466,001,RECUPERADO,CONSUMO,CONSUMO,2018-03-10,2018-03-10,1000.0,12,308.71,NORMAL,0,1,sem2
001710060458,001,RECURRENTE,CONSUMO,CONSUMO,2017-11-21,2018-03-08,3060.0,12,629.94,NORMAL,1,1,sem2
001710060441,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-11-30,2018-03-08,2000.0,12,419.31,NORMAL,0,1,sem2
001710060474,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-06-02,2018-03-08,600.0,8,131.18,NORMAL,0,1,sem2
001710057686,001,RECURRENTE,MICROEMPRESA,CTFORMAL,2017-06-09,2018-03-15,10000.0,12,1701.39,NORMAL,0,1,sem2
001710057819,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-07-03,2018-04-12,15000.0,18,3408.44,NORMAL,0,0,sem3
001710058007,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2018-03-26,2018-03-26,1000.0,12,217.99,NORMAL,0,1,sem2
001710058387,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-30,2018-03-17,4000.0,12,812.79,NORMAL,0,1,sem2
001710058437,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-14,2018-03-12,6000.0,12,1255.12,NORMAL,0,1,sem2
001710058445,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-26,2018-03-21,7000.0,18,2050.75,NORMAL,0,1,sem3
001710058460,001,RECURRENTE,CONSUMO,CONSUMO,2017-05-04,2018-03-13,2000.0,12,520.65,NORMAL,0,1,sem2
001710058635,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-01-31,2018-03-15,3000.0,12,610.81,NORMAL,0,1,sem2
001710058668,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-04-26,2018-03-26,10000.0,12,1714.67,NORMAL,0,1,sem2
001710058775,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-24,2018-03-23,8000.0,18,2342.95,NORMAL,0,1,sem3
001710058973,001,RECURRENTE,MICROEMPRESA,CTFORMAL,2017-04-28,2018-03-28,3000.0,6,403.22,NORMAL,0,1,sem1
001710060490,001,RECUPERADO,CONSUMO,CONSUMO,2017-02-10,2018-03-08,1058.5,12,303.78,NORMAL,0,1,sem2
001710060516,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-28,2018-03-08,6000.0,12,1223.67,NORMAL,0,1,sem2
001710060607,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2018-03-09,2018-03-09,2000.0,12,451.32,NORMAL,0,1,sem2
