codigoCredito,codigoOficina,tipoCredito,sector,destinoCredito,fechaAperturaMin,fechaAperturaMax,montoApertura,numeroCuotas,interes,condicionCredito,esDeudor,cuentaUnica,periodos
001710000017,001,RECUPERADO,PYMES,CTINFORMAL,2017-08-07,2017-08-07,2500.0,12,674.1,CASTIGADO(V),1,1,sem2
001710000066,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-03,2017-08-07,10000.0,24,2286.73,CASTIGADO(V),1,1,sem4
001710000090,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-07,2017-08-07,1058.5,12,284.31,CASTIGADO(V),1,1,sem2
001710000124,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-08-08,2017-08-08,8500.0,24,3339.98,NORMAL,0,1,sem4
001710000132,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-08,2017-08-08,35000.0,36,10658.11,NORMAL,0,1,sem6
001710000165,001,RECURRENTE,PYMES,AFINFORMAL,2017-07-20,2018-04-21,10000.0,24,2159.75,NORMAL,0,0,sem4
001710000199,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-08,2017-08-08,35000.0,36,13809.76,NORMAL,0,1,sem6
001710000223,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-15,2017-08-08,3000.0,12,790.1,VENCIDO,1,1,sem2
001710000256,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-17,2018-06-04,20000.0,24,5165.16,NORMAL,0,0,sem4
001710000298,001,RECURRENTE,PYMES,CTINFORMAL,2017-06-30,2017-08-09,60000.0,18,7786.79,NORMAL,0,1,sem3
001710000348,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-09,2017-08-09,2000.0,12,489.29,VENCIDO,1,1,sem2
001710000363,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-09,2017-08-09,16000.0,30,5559.83,NORMAL,1,1,sem5
001710000397,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-09,2017-08-09,25000.0,24,5792.88,NORMAL,1,1,sem4
001710000405,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-12,2017-08-12,5117.0,18,1585.83,NORMAL,0,1,sem3
001710000413,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-09,2017-08-09,3000.0,12,923.03,VENCIDO+120DIAS,1,1,sem2
001710000439,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-10,2017-08-10,1000.0,12,296.86,VENCIDO+120DIAS,1,1,sem2
001710000454,001,RECUPERADO,PYMES,AFINFORMAL,2017-08-10,2017-08-10,15000.0,36,7673.25,NORMAL,0,1,sem6
001710000553,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-11,2017-08-11,10000.0,20,2655.39,NORMAL,1,1,sem4
001710000561,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-11,2017-08-11,1000.0,12,234.94,CASTIGADO(V),1,1,sem2
001710000595,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-02,2017-08-11,3000.0,8,513.94,VENCIDO+120DIAS,1,1,sem2
001710000611,001,NUEVO,PYMES,AFINFORMAL,2017-08-11,2017-08-11,20000.0,24,5273.41,NORMAL,0,1,sem4
001710000637,001,RECURRENTE,PYMES,AFINFORMAL,2017-03-24,2017-08-11,30000.0,36,9945.59,NORMAL,1,1,sem6
001710000645,001,NUEVO,CONSUMO,CONSUMO,2017-08-12,2017-08-12,1078.0,12,248.03,NORMAL,1,1,sem2
001710000702,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-12,2017-08-12,8000.0,18,2373.22,NORMAL,1,1,sem3
001710000710,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-14,2018-03-20,12000.0,18,3113.08,NORMAL,0,0,sem3
001710000728,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-13,2017-08-12,2000.0,12,553.76,CASTIGADO(V),1,1,sem2
001710000751,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-14,2017-08-14,3000.0,12,847.17,CASTIGADO(V),1,1,sem2
001710000801,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-14,2017-12-20,3000.0,12,767.93,VENCIDO+120DIAS,1,0,sem2
001710000843,001,RECURRENTE,PYMES,AFFORMAL,2017-08-16,2017-08-16,60000.0,36,17899.32,NORMAL,0,1,sem6
001710000868,001,RECURRENTE,PYMES,AFINFORMAL,2017-01-20,2017-08-16,59058.5,24,10154.3,NORMAL,0,1,sem4
001710000959,001,NUEVO,MICROEMPRESA,CTINFORMAL,2017-08-17,2017-08-17,1000.0,12,255.41,NORMAL,1,1,sem2
001710001056,001,NUEVO,CONSUMO,CONSUMO,2017-08-18,2017-08-18,1000.0,12,383.33,VENCIDO,1,1,sem2
001710001098,001,RECUPERADO,PYMES,AFINFORMAL,2017-08-18,2017-08-18,35000.0,36,12685.45,NORMAL,1,1,sem6
001710001114,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-18,2017-08-18,50000.0,56,24482.31,NORMAL,0,1,sem7+
001710001122,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-21,2017-08-21,10000.0,24,3937.58,NORMAL,0,1,sem4
001710001213,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-31,2017-08-19,7000.0,18,2459.58,VENCIDO+120DIAS,1,1,sem3
001710001221,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-31,2018-03-12,5058.5,18,1532.27,NORMAL,0,0,sem3
001710001239,001,RECUPERADO,PYMES,AFINFORMAL,2017-08-18,2017-08-18,30000.0,24,8717.7,VENCIDO,1,1,sem4
001710001247,001,RECURRENTE,PYMES,AFINFORMAL,2017-07-10,2018-06-22,35000.0,24,7519.16,NORMAL,0,0,sem4
001710001254,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-08-19,2017-08-19,5100.0,18,1489.54,NORMAL,0,1,sem3
001710001510,001,RECUPERADO,PYMES,AFINFORMAL,2017-08-22,2017-08-22,35000.0,36,11692.0,NORMAL,0,1,sem6
001710001486,001,RECUPERADO,PYMES,AFINFORMAL,2017-08-25,2017-08-25,50000.0,36,13001.32,NORMAL,0,1,sem6
001710001346,001,RECURRENTE,PYMES,AFINFORMAL,2017-03-03,2017-12-23,30000.0,24,6442.3,NORMAL,0,0,sem4
001710001338,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-21,2017-11-03,10000.0,18,2364.38,NORMAL,0,1,sem3
001710001320,001,RECUPERADO,CONSUMO,CONSUMO,2017-02-15,2017-08-21,3000.0,12,653.57,NORMAL,1,1,sem2
001710001353,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-22,2017-08-22,10000.0,24,1394.79,NORMAL,0,1,sem4
001710002096,001,NUEVO,PYMES,AFFORMAL,2017-08-29,2017-08-29,30000.0,24,6010.18,NORMAL,0,1,sem4
001710001460,001,NUEVO,PYMES,AFINFORMAL,2017-08-21,2017-08-21,50117.0,36,14506.76,NORMAL,0,1,sem6
001710001593,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-07,2017-08-22,5000.0,12,1258.55,VENCIDO,1,1,sem2
001710001650,001,RECURRENTE,PYMES,AFFORMAL,2017-08-23,2017-08-23,20000.0,24,6413.95,NORMAL,0,1,sem4
001710002047,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-26,2017-08-26,60000.0,36,16849.56,NORMAL,0,1,sem6
001710001676,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-23,2017-08-23,10058.5,24,3041.46,NORMAL,0,1,sem4
001710001700,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-23,2017-08-23,5117.0,18,1553.22,NORMAL,0,1,sem3
001710001882,001,NUEVO,MICROEMPRESA,AFINFORMAL,2017-08-29,2017-08-29,2000.0,12,619.44,NORMAL,0,1,sem2
001710001775,001,RECURRENTE,PYMES,AFFORMAL,2017-08-24,2017-08-24,50000.0,36,15035.1,NORMAL,1,1,sem6
001710001783,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-03,2017-08-28,21728.0,24,5120.42,NORMAL,0,1,sem4
001710001791,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-24,2017-08-24,3117.0,18,1002.82,NORMAL,0,1,sem3
001710002146,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-29,2017-08-29,15000.0,24,3903.6,NORMAL,0,1,sem4
001710002021,001,RECURRENTE,PYMES,CTFORMAL,2017-04-26,2017-12-07,20000.0,18,4872.95,NORMAL,0,0,sem3
001710001999,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-15,2017-08-26,3400.0,18,1607.44,NORMAL,0,1,sem3
001710002294,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-27,2018-06-23,4000.0,12,889.76,NORMAL,0,0,sem2
001710002088,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-28,2017-08-28,10117.0,18,1978.32,NORMAL,0,1,sem3
001710002153,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-29,2018-06-28,9900.0,18,2609.25,NORMAL,0,0,sem3
001710002351,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-31,2018-05-12,35000.0,24,7024.78,NORMAL,0,0,sem4
001710002559,001,RECURRENTE,PYMES,CTINFORMAL,2017-08-31,2017-08-31,50000.0,18,7116.01,NORMAL,0,1,sem3
001710002286,001,NUEVO,MICROEMPRESA,AFINFORMAL,2017-08-29,2017-08-29,7000.0,18,2301.44,NORMAL,0,1,sem3
001710002328,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-08-29,2017-08-29,9000.0,18,2349.25,NORMAL,0,1,sem3
001710002583,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-31,2017-08-31,60000.0,36,16464.95,NORMAL,0,1,sem6
001710002401,001,RECUPERADO,CONSUMO,CONSUMO,2017-08-31,2017-08-31,2000.0,12,604.75,NORMAL,1,1,sem2
001710002393,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-04-11,2017-08-29,1500.0,12,393.6,NORMAL,1,1,sem2
001710002377,001,NUEVO,PYMES,AFINFORMAL,2017-08-29,2017-08-29,15000.0,24,4790.78,NORMAL,0,1,sem4
001710002591,001,NUEVO,MICROEMPRESA,CTINFORMAL,2017-08-31,2017-08-31,3000.0,12,719.06,VENCIDO,1,1,sem2
001710002542,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-31,2018-05-31,25234.0,36,15309.09,NORMAL,1,0,sem6
001710002567,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-08-31,2017-08-31,3500.0,12,876.58,NORMAL,0,1,sem2
001710002930,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-06,2017-09-05,2000.0,12,560.7,VENCIDO+120DIAS,1,1,sem2
001710002724,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-31,2017-10-20,9000.0,24,3433.12,NORMAL,1,0,sem4
001710002757,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-25,2017-09-02,3000.0,12,837.4,CASTIGADO(V),1,1,sem2
001710002906,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-01-06,2017-09-04,6000.0,18,2060.35,VENCIDO,1,1,sem3
001710002989,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-05,2017-09-05,20000.0,18,5021.74,VENCIDO,1,1,sem3
001710003045,001,RECUPERADO,CONSUMO,CONSUMO,2017-09-06,2017-09-06,1078.0,12,514.39,VENCIDO+120DIAS,1,1,sem2
001710003136,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-06,2017-09-06,5060.0,18,1311.46,NORMAL,0,1,sem3
001710003334,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-01,2017-10-16,10000.0,18,2356.86,NORMAL,0,1,sem3
001710003524,001,RECURRENTE,PYMES,AFINFORMAL,2017-10-06,2018-04-17,33500.0,12,4364.4,NORMAL,0,0,sem2
001710003748,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-10-20,2017-10-20,3000.0,18,906.51,NORMAL,0,1,sem3
001710003771,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-25,2017-10-30,11000.0,18,2158.2,NORMAL,0,1,sem3
001710003797,001,RECURRENTE,PYMES,AFINFORMAL,2017-10-25,2017-10-25,30000.0,18,4940.68,NORMAL,0,1,sem3
001710003904,001,RECURRENTE,CONSUMO,CONSUMO,2017-09-13,2017-09-13,1000.0,12,302.35,NORMAL,0,1,sem2
001710003912,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-27,2017-11-27,2000.0,12,534.71,NORMAL,0,0,sem2
001710004027,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-08,2017-10-31,35000.0,12,3630.9,NORMAL,0,0,sem2
001710004050,001,RECURRENTE,PYMES,CTINFORMAL,2017-02-25,2017-10-31,32000.0,18,4838.04,NORMAL,0,1,sem3
001710004217,001,RECURRENTE,PYMES,AFINFORMAL,2017-06-06,2017-11-28,5000.0,18,1589.33,NORMAL,0,0,sem3
001710004464,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-06,2017-11-07,10000.0,12,1724.62,NORMAL,0,1,sem2
001710004514,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-04-19,2017-12-04,3000.0,12,603.06,NORMAL,0,0,sem2
001710004696,001,RECURRENTE,PYMES,AFINFORMAL,2017-03-16,2017-10-11,3500.0,12,915.8,NORMAL,0,0,sem2
001710004852,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-11-16,2017-11-16,2000.0,12,415.46,NORMAL,0,1,sem2
001710004910,001,RECURRENTE,CONSUMO,CONSUMO,2017-10-12,2017-10-12,3000.0,12,611.31,NORMAL,0,1,sem2
001710004951,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-01-12,2017-10-24,2000.0,12,422.26,NORMAL,0,1,sem2
001710005149,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-12-05,2017-12-05,7000.0,12,1362.65,NORMAL,0,1,sem2
001710005164,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-21,2017-09-21,3000.0,12,605.59,NORMAL,0,1,sem2
001710005404,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-10-21,2017-10-21,1500.0,12,315.06,NORMAL,0,1,sem2
001710005446,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-10-23,2017-10-23,2000.0,12,423.97,NORMAL,0,1,sem2
001710005453,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-07,2018-01-09,3000.0,12,601.18,NORMAL,0,0,sem2
001710005503,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-27,2018-05-24,1000.0,12,178.22,NORMAL,0,0,sem2
001710005644,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-14,2018-05-17,2000.0,18,639.57,NORMAL,0,0,sem3
001710005669,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-17,2017-11-15,4500.0,18,1361.48,NORMAL,0,1,sem3
001710005677,001,RECURRENTE,PYMES,AFFORMAL,2017-03-15,2018-02-15,5000.0,18,1455.72,NORMAL,0,0,sem3
001710005750,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-18,2017-10-05,2000.0,12,418.28,NORMAL,0,1,sem2
001710005826,001,RECURRENTE,PYMES,AFINFORMAL,2017-11-07,2017-11-07,17000.0,12,2929.77,NORMAL,0,1,sem2
001710005974,001,RECURRENTE,MICROEMPRESA,AFFORMAL,2017-11-29,2017-11-29,2000.0,12,429.32,NORMAL,0,1,sem2
001710006162,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-16,2018-02-07,1000.0,12,229.94,NORMAL,0,0,sem2
001710006220,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-04-10,2017-11-03,3000.0,12,604.55,NORMAL,0,1,sem2
001710006279,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-11-21,2017-11-21,4500.0,12,1121.83,NORMAL,0,1,sem2
001710006386,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-01-31,2017-10-20,5000.0,18,1657.64,NORMAL,1,0,sem3
001710006428,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-10-31,2017-10-31,4500.0,18,1759.96,NORMAL,0,1,sem3
001710006485,001,RECURRENTE,MICROEMPRESA,CTFORMAL,2017-04-17,2017-10-27,2000.0,12,434.55,NORMAL,0,1,sem2
001710006493,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-27,2017-09-27,1000.0,12,226.01,NORMAL,0,1,sem2
001710006667,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-02-08,2017-10-30,2000.0,12,422.21,NORMAL,0,1,sem2
001710006709,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-10-24,2017-10-24,3000.0,12,631.47,NORMAL,0,1,sem2
001710002468,001,RECURRENTE,PYMES,AFFORMAL,2017-08-31,2017-08-31,35000.0,24,7458.67,NORMAL,0,1,sem4
001710001270,001,RECURRENTE,PYMES,AFINFORMAL,2017-08-19,2017-08-19,33000.0,36,12350.59,NORMAL,0,1,sem6
001710013911,001,RECUPERADO,CONSUMO,CONSUMO,2017-09-19,2017-09-19,10000.0,24,3316.19,NORMAL,0,1,sem4
001710015494,001,NUEVO,MICROEMPRESA,CTINFORMAL,2017-09-29,2017-09-29,2000.0,12,472.72,NORMAL,0,1,sem2
001710012624,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-07,2017-09-07,11143.0,22,2079.1,NORMAL,1,1,sem4
001710012418,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-07,2018-06-05,35000.0,24,7710.94,NORMAL,1,0,sem4
001710006824,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-28,2018-05-29,1500.0,12,434.55,NORMAL,0,0,sem2
001710006857,001,RECURRENTE,PYMES,CTINFORMAL,2017-09-26,2017-09-26,10050.0,12,1668.84,CASTIGADO(V),1,1,sem2
001710006923,001,RECURRENTE,PYMES,AFINFORMAL,2017-06-28,2017-09-09,7000.0,18,2009.53,VENCIDO,1,0,sem3
001710007004,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-16,2017-09-16,2000.0,12,428.83,NORMAL,0,1,sem2
001710007178,001,RECURRENTE,MICROEMPRESA,AFFORMAL,2017-01-23,2017-09-20,1000.0,12,223.01,NORMAL,0,0,sem2
001710007384,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-13,2018-01-04,5000.0,12,1022.47,NORMAL,0,0,sem2
001710007392,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-01,2017-11-20,1000.0,12,282.99,NORMAL,0,1,sem2
001710007442,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-06-01,2018-06-15,2000.0,12,518.82,NORMAL,0,0,sem2
001710007608,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-15,2017-12-04,1000.0,15,279.7,NORMAL,0,1,sem3
001710007749,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-02-18,2017-09-19,2000.0,12,537.71,NORMAL,0,1,sem2
001710007848,001,RECURRENTE,CONSUMO,CONSUMO,2017-12-02,2017-12-02,2000.0,12,413.77,NORMAL,0,1,sem2
001710007897,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-05-24,2017-10-27,1500.0,12,449.83,NORMAL,0,1,sem2
001710007905,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-15,2017-09-12,20000.0,18,4705.48,NORMAL,0,1,sem3
001710007939,001,RECUPERADO,PYMES,AFINFORMAL,2017-11-28,2017-11-28,2000.0,12,533.39,NORMAL,0,1,sem2
001710007988,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-09-26,2017-09-26,1000.0,12,293.81,NORMAL,0,1,sem2
001710008135,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-10-24,2017-10-24,1000.0,12,209.34,NORMAL,0,1,sem2
001710012467,001,NUEVO,CONSUMO,CONSUMO,2017-09-07,2017-09-07,1558.0,12,680.07,VENCIDO+120DIAS,1,1,sem2
001710012442,001,RECUPERADO,CONSUMO,CONSUMO,2017-09-07,2017-09-07,3000.0,24,1321.09,NORMAL,0,1,sem4
001710012509,001,RECURRENTE,CONSUMO,CONSUMO,2017-02-22,2018-02-09,2000.0,12,469.42,NORMAL,1,0,sem2
001710012541,001,RECURRENTE,PYMES,AFFORMAL,2017-09-08,2017-10-31,60000.0,24,10336.42,NORMAL,0,0,sem4
001710012780,001,NUEVO,PYMES,AFINFORMAL,2017-09-11,2017-09-11,60000.0,36,15657.08,NORMAL,0,1,sem6
001710012657,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-08,2017-09-08,17000.0,18,5123.11,NORMAL,0,1,sem3
001710012590,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-03-22,2017-09-07,10117.0,18,2615.19,VENCIDO,1,1,sem3
001710012574,001,RECUPERADO,MICROEMPRESA,AFINFORMAL,2017-03-25,2017-09-07,2500.0,12,657.81,CASTIGADO(V),1,1,sem2
001710013044,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-12,2017-09-12,20000.0,18,3663.14,NORMAL,0,1,sem3
001710012806,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-20,2017-09-09,1500.0,12,509.76,NORMAL,1,1,sem2
001710012830,001,RECURRENTE,MICROEMPRESA,AFFORMAL,2017-05-20,2017-09-14,35000.0,36,6494.24,NORMAL,0,1,sem6
001710012996,001,RECUPERADO,PYMES,AFINFORMAL,2017-09-12,2017-09-12,15000.0,24,5015.86,NORMAL,1,1,sem4
001710012889,001,RECUPERADO,PYMES,CTINFORMAL,2017-09-09,2017-09-09,5058.5,12,1062.78,NORMAL,1,1,sem2
001710012855,001,RECURRENTE,CONSUMO,CONSUMO,2017-01-16,2017-09-09,3500.0,12,763.1,NORMAL,1,1,sem2
001710012913,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-04-12,2017-10-03,6000.0,18,1984.03,NORMAL,1,1,sem3
001710012871,001,RECURRENTE,CONSUMO,CONSUMO,2017-09-09,2017-09-09,3500.0,18,1345.67,NORMAL,0,1,sem3
001710012905,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-09,2017-09-09,32234.0,36,11255.08,NORMAL,0,1,sem6
001710012939,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-04,2017-10-31,12000.0,18,2972.84,NORMAL,1,0,sem3
001710013101,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-23,2017-09-12,5000.0,18,1573.87,NORMAL,0,0,sem3
001710013648,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-03-08,2017-09-19,1500.0,12,445.47,VENCIDO+120DIAS,1,1,sem2
001710013168,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-13,2017-09-13,3078.0,12,662.39,NORMAL,1,1,sem2
001710013184,001,RECUPERADO,CONSUMO,CONSUMO,2017-09-13,2018-04-19,3000.0,12,686.77,NORMAL,0,1,sem2
001710013275,001,RECUPERADO,PYMES,AFINFORMAL,2017-09-14,2017-09-14,16000.0,18,3507.25,NORMAL,1,1,sem3
001710013226,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-13,2017-09-13,8000.0,18,2063.22,NORMAL,0,1,sem3
001710013333,001,RECUPERADO,PYMES,AFINFORMAL,2017-09-15,2017-09-15,3000.0,18,975.72,NORMAL,0,1,sem3
001710013325,001,NUEVO,PYMES,AFINFORMAL,2017-09-14,2017-09-14,60000.0,36,16391.97,NORMAL,0,1,sem6
001710013192,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-23,2017-09-13,33000.0,36,10174.45,NORMAL,0,1,sem6
001710013267,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-13,2017-09-13,3000.0,12,686.39,NORMAL,1,1,sem2
001710013317,001,RECUPERADO,CONSUMO,CONSUMO,2017-09-13,2017-09-13,5059.0,12,1015.54,NORMAL,0,1,sem2
001710013234,001,NUEVO,MICROEMPRESA,AFINFORMAL,2017-09-13,2017-09-13,2000.0,12,483.29,VENCIDO,1,1,sem2
001710013424,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-22,2017-09-15,5000.0,18,1355.82,NORMAL,1,1,sem3
001710013416,001,RECURRENTE,PYMES,AFINFORMAL,2017-05-29,2018-05-29,60000.0,36,13733.55,NORMAL,0,1,sem6
001710013374,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-14,2018-01-16,5060.0,18,1523.02,NORMAL,0,0,sem3
001710013440,001,NUEVO,MICROEMPRESA,CTINFORMAL,2017-09-15,2017-09-15,1078.0,12,332.47,NORMAL,0,1,sem2
001710013473,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-12,2017-09-16,25000.0,36,9278.45,NORMAL,0,1,sem6
001710013556,001,RECURRENTE,PYMES,AFINFORMAL,2017-02-08,2017-09-15,25000.0,24,7543.71,NORMAL,0,1,sem4
001710014067,001,RECUPERADO,PYMES,AFINFORMAL,2017-09-25,2017-09-25,60000.0,36,17181.58,NORMAL,0,1,sem6
001710013572,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-15,2017-09-15,35000.0,36,10656.73,NORMAL,0,1,sem6
001710013523,001,NUEVO,CONSUMO,CONSUMO,2017-09-15,2017-09-15,1000.0,12,217.06,NORMAL,1,1,sem2
001710013564,001,RECUPERADO,PYMES,AFINFORMAL,2017-02-01,2017-09-15,5117.0,18,1502.54,NORMAL,0,1,sem3
001710013580,001,NUEVO,MICROEMPRESA,AFINFORMAL,2017-09-15,2017-09-15,2078.0,12,488.39,NORMAL,1,1,sem2
001710013598,001,NUEVO,PYMES,AFINFORMAL,2017-09-16,2017-09-16,35000.0,36,11012.19,NORMAL,0,1,sem6
001710013754,001,NUEVO,CONSUMO,CONSUMO,2017-09-18,2017-09-18,5000.0,24,2554.62,NORMAL,0,1,sem4
001710013820,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-18,2017-09-18,30000.0,36,12499.4,NORMAL,0,1,sem6
001710014349,001,RECURRENTE,MICROEMPRESA,CTINFORMAL,2017-09-21,2017-11-22,3078.0,12,730.5,CASTIGADO(V),1,0,sem2
001710013804,001,RECURRENTE,PYMES,AFINFORMAL,2017-04-19,2017-10-18,9000.0,24,3433.09,VENCIDO,1,0,sem4
001710013739,001,RECURRENTE,PYMES,AFINFORMAL,2017-09-18,2017-09-18,5058.5,18,895.67,NORMAL,0,1,sem3
001710013796,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-08-31,2017-09-18,10000.0,18,2355.62,NORMAL,0,1,sem3
001710013747,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-09-18,2017-09-18,5058.5,12,1096.97,NORMAL,0,1,sem2
001710013887,001,RECUPERADO,CONSUMO,CONSUMO,2017-02-21,2017-09-19,1500.0,12,430.81,NORMAL,0,1,sem2
001710013879,001,RECUPERADO,MICROEMPRESA,CTINFORMAL,2017-09-19,2017-09-19,2078.0,12,480.24,NORMAL,0,1,sem2
001710013770,001,NUEVO,PYMES,CTINFORMAL,2017-09-18,2017-09-18,2000.0,12,460.79,NORMAL,0,1,sem2
001710014257,001,RECURRENTE,CONSUMO,CONSUMO,2017-09-21,2017-09-21,3059.0,12,705.44,NORMAL,0,1,sem2
001710013788,001,RECURRENTE,PYMES,AFINFORMAL,2017-03-09,2018-03-15,10000.0,18,2468.55,NORMAL,0,0,sem3
001710013929,001,RECURRENTE,MICROEMPRESA,AFINFORMAL,2017-06-20,2017-09-19,3078.0,12,684.34,NORMAL,1,1,sem2
